season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq2a_1,vq2a_2,vq2a_3,vq2a_4,vq2a_5,vq17,vq17_1,vq17_2,vq17_3,vq17_4,vq17_5,vq17_6,vq17_7,vq17_8,vq17_9,vq17_10,vq17_11,vq17_12,vq17_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq18a_1,vq18a_2,vq18a_3,vq18a_4,vq18a_5,vq18b_1,vq18b_2,vq18b_3,vq18b_4,vq18b5,vq18_1,vq18_1a_1,vq18_1a_2,vq18_1a_3,vq18_1a_4,vq18_1a_5,vq18_1a_6,vq19,vq19a,vq19_1,vq19_1a_1,vq19_1a_2,vq19_1a_3,vq19_1a_4,vq19_1a_5,vq19_1a_6,vq20,vq21,vq31,vb1,vb2,vb3,vb4,vb5,vb6,vb7,q1_year,weight
1,0,0,0,0,0,0,12,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,4,,,,,,,,,,,11,1,,,,,,,,,,6,5,3,9,2,6,4,1,,1.24863
1,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,1,2,3,4,5,6,11,1,,,,,,,,,,6,9,3,4,2,6,6,1,,0.782417
4,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,12,,1,,,,,,,0,,6,7,5,5,3,7,4,2,1,0.781067
3,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,4,,1,,,,,,,9,,2,5,6,7,8,,,0,,6,7,5,5,3,7,4,2,,0.715927
2,0,0,0,0,0,0,12,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,6,,,,,,,,,11,1,,,,,,,,,,6,7,5,11,3,3,4,2,,0.837405
1,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,6,,,,2,4,,,,,,2,,1,,,,,,,0,,1,7,5,11,3,5,4,2,,0.847542
3,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,5,2,8,2,6,4,1,,1.595628
2,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,5,2,6,2,6,4,1,,1.288835
1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,5,2,8,2,6,4,1,,1.24863
4,1,0,0,0,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,5,6,3,1,6,5,1,1,1.619349
2,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,3,,1,,,,,,,0,,6,5,6,3,1,7,5,1,,1.28336
1,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,1,2,3,4,5,6,12,,2,3,5,6,7,8,,0,,6,5,6,3,1,6,5,1,,1.242356
4,3,0,0,2,1,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,2,5,6,7,8,,,0,,6,4,5,6,1,5,19,2,1,1.270578
3,3,0,0,3,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,1,6,,,,,3,,1,,,,,,,0,,6,4,5,6,1,5,19,2,,1.102855
2,1,0,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,1,2,3,4,5,6,3,,1,,,,,,,0,,6,4,5,6,1,5,19,2,,0.974687
1,3,0,3,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,1,6,,,,,12,,1,,,,,,,0,,6,4,5,6,1,5,19,2,,0.943342
2,1,0,0,0,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,3,5,6,,,,11,2,,,,,,,,,,6,11,2,13,2,5,6,1,,0.898525
1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,6,11,2,13,2,5,6,1,,0.917087
3,0,0,0,0,0,0,12,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,5,,,,,,,,,,3,,2,1,4,5,6,7,8,0,,6,7,6,3,1,8,6,2,,0.712339
2,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,4,,2,2,3,,,,,0,,6,7,6,3,1,6,6,2,,0.835259
1,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,,,2,2,3,,,,,11,2,,,,,,,,,,6,7,6,3,1,8,6,2,,0.846633
1,3,2,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,4,5,6,1,6,5,1,,1.177179
3,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,2,5,,,,,,4,,1,,,,,,,0,,6,6,3,11,3,5,6,2,,0.821178
2,0,0,0,0,0,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,11,2,,,,,,,,,,6,6,3,11,3,6,6,2,,0.97925
1,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,3,,1,,,,,,,0,,6,6,3,11,3,5,6,2,,0.958687
4,4,4,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,6,,,,,,4,,1,,,,,,,0,,6,6,3,9,2,8,8,1,1,1.474871
3,3,3,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,4,,,,2,6,,,,,,4,,1,,,,,,,0,,6,6,3,9,2,8,8,1,,1.289463
2,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,6,,1,,,,,,,3,,1,,,,,,,0,,6,6,3,9,2,7,8,1,,1.365041
1,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,3,,1,,,,,,,0,,6,6,3,9,2,8,8,1,,1.372861
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,2,2,3,6,,,,12,,1,,,,,,,0,,6,5,4,5,2,5,5,2,1,1.058501
3,2,0,0,2,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,2,3,4,5,6,,12,,2,2,3,4,5,6,7,0,,6,5,4,5,2,5,5,2,,1.131141
2,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,2,4,6,,,,12,,2,5,6,7,8,,,0,,6,5,4,5,2,5,5,2,,0.902149
1,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,2,4,,,,,3,,2,3,4,5,6,7,8,0,,6,5,4,5,2,6,5,2,,0.914404
3,2,2,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,5,6,,,,,2,,2,1,2,3,4,5,6,0,,6,4,5,3,1,5,4,2,,1.100615
2,1,1,0,0,0,0,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,3,5,6,,,,12,,2,1,2,4,5,6,,0,,6,4,5,3,1,5,4,2,,0.973419
1,5,5,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,11,2,,,,,,,,,,6,4,5,3,1,5,4,2,,0.944004
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,7,3,6,3,7,15,1,1,1.091264
3,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,2,2,5,6,7,8,,0,,6,7,3,6,3,7,15,1,,1.077619
2,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,2,5,,,,,,0,,6,7,3,6,3,7,15,1,,1.220573
1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,7,3,6,3,7,15,1,,1.18748
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,12,,2,1,3,,,,,0,,6,6,5,6,1,5,4,2,0,0.899723
2,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,11,1,,,,,,,,,,6,6,5,6,1,6,4,2,,0.981766
1,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,3,,2,3,,,,,,0,,1,6,5,6,1,7,4,2,,0.959716
2,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,1,,,,,,,0,,6,9,3,5,2,6,7,2,,0.70018
1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,2,3,,,,,,0,,6,9,3,5,2,5,7,2,,0.715603
1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,13,,2,5,,,,,,0,,2,8,4,4,2,8,21,1,,1.213616
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,7,,1,,,,,,,0,,6,9,1,11,2,1,6,2,0,0.630418
3,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,0,,6,9,1,11,2,2,6,2,,0.651351
2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,9,1,11,2,3,6,2,,0.698427
1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,9,1,11,2,1,6,2,,0.71412
1,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,11,1,,,,,,,,,,6,6,5,5,1,6,6,1,,1.375868
2,0,0,0,0,0,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,12,,1,,,,,,,0,,1,9,3,4,2,9,4,1,,0.792224
1,1,0,1,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,1,,,,,,,,,,6,9,3,4,2,9,4,1,,0.783256
1,5,2,0,2,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,1,,,,,,,,,,6,3,4,6,1,5,14,2,,0.883034
4,1,0,0,0,0,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,11,1,,,,,,,,,,6,11,4,13,2,7,4,2,1,0.805165
3,4,3,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,1,2,3,4,5,6,1,,1,,,,,,,0,,6,11,4,13,2,6,4,2,,0.801881
2,1,1,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,1,,,,,,11,1,,,,,,,,,,6,11,4,13,2,5,4,2,,0.931178
1,1,0,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,3,6,,,,,11,1,,,,,,,,,,6,11,4,13,2,7,4,2,,0.820303
4,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,2,,,,,,,,,,6,9,2,11,4,2,4,2,1,0.633677
3,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,9,2,11,2,2,4,2,,0.654631
2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,9,2,11,2,2,4,2,,0.700221
1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,9,2,11,2,1,4,2,,0.714886
2,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,4,,2,1,5,6,7,8,,0,,1,8,3,11,2,1,5,2,,0.833847
1,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,3,,,,1,,,,,,,3,,1,,,,,,,0,,6,7,3,11,2,1,5,2,,0.843283
1,1,0,0,1,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,4,,2,1,2,3,4,5,6,1,,2,5,,,,,,0,,6,4,5,6,1,6,4,2,,0.944004
1,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,0,,6,5,3,9,1,8,6,1,,1.247292
1,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,9,1,11,4,1,5,2,,0.711294
4,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,6,9,3,11,2,4,6,2,1,0.630418
3,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,11,1,,,,,,,,,,6,9,3,11,2,3,6,2,,0.651351
2,0,0,0,0,0,0,12,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,,,,,,,,,,11,1,,,,,,,,,,6,9,3,11,2,1,6,1,,0.790194
1,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,1,,,,,,,11,1,,,,,,,,,,6,9,3,11,2,4,6,2,,0.71412
4,2,0,1,0,1,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,0,,6,6,4,11,2,1,12,2,1,0.89608
3,2,0,1,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,1,,,,,,,12,,1,,,,,,,0,,6,6,4,11,2,1,12,2,,0.822397
2,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,3,,1,,,,,,,0,,1,6,4,11,2,1,12,2,,0.975964
1,1,0,1,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,3,,2,3,4,5,,,,0,,6,6,4,11,2,1,12,2,,0.961189
1,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,0,,6,5,3,11,2,5,6,2,,0.918038
1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,1,,,,,,,0,,6,2,3,14,1,2,15,1,,1.425915
1,1,0,0,1,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,1,,,,,,,,,,6,10,5,13,2,6,6,1,,0.894911
4,2,1,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,3,,2,3,6,,,,,0,,6,5,6,3,2,10,12,1,1,1.622454
3,0,0,0,0,0,0,12,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,,,,,,,,12,,2,5,6,7,8,,,0,,6,5,6,3,2,10,12,1,,1.589989
2,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,2,,,,,,12,,2,2,3,5,6,7,8,0,,6,5,6,3,2,10,12,1,,1.28122
1,10,8,2,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,12,,2,2,5,6,7,,,0,,6,5,6,3,2,10,12,1,,1.250546
2,0,0,0,0,0,0,12,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,,,,,,,,,,12,,1,,,,,,,0,,6,6,5,3,2,7,11,1,,1.360143
1,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,5,,1,,,,,,,3,,2,2,5,6,7,8,,0,,6,6,5,3,2,6,11,1,,1.375074
4,1,0,0,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,2,3,6,,,,,3,,1,,,,,,,0,,6,11,4,13,2,8,6,1,1,0.729933
3,0,0,0,0,0,0,12,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,,,,,,,,12,,1,,,,,,,0,,6,11,4,13,2,8,6,1,,0.798056
2,1,0,0,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,2,1,2,3,4,5,6,2,,1,,,,,,,0,,1,11,4,13,2,8,6,1,,0.898525
1,1,0,0,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,2,11,4,13,2,8,6,1,,0.917087
4,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,2,6,,,,,2,,1,,,,,,,0,,6,4,4,4,1,5,5,2,1,1.257256
3,1,1,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,,,,,,,,,1,,,,,,,1,,2,1,2,5,6,7,8,0,,6,4,4,4,1,5,5,2,,1.093782
2,0,0,0,0,0,0,12,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,5,,,,,,,,,,1,,2,1,2,5,,,,0,,6,4,4,4,1,5,5,2,,0.969283
1,0,0,0,0,0,0,12,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,4,,,,,,,,,2,,2,1,4,5,6,7,8,0,,6,4,4,4,1,5,5,2,,0.93926
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,2,6,7,8,,,,0,,6,8,3,8,2,6,4,2,1,0.781067
3,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,12,,1,,,,,,,0,,6,8,3,8,2,5,4,2,,0.715927
2,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,11,1,,,,,,,,,,6,8,3,8,2,5,4,2,,0.837405
