no,no_outtrip,vCASEID,season,vq22,vq22a,vq23,vq23a,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30f,vq30f_1_1,vq30f_1_2,vq30f_1_3,vq30f_1_4,vq30f_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
12919,818,92121940,3,5,4,1,1,5, , , , , , , , , ,1,3, ,1,3,1,4,6, , , ,1,6, , , , ,2,99, , , ,10,7,1, , , , , ,1,5,1,1, , , , , ,6,4,4,2,9,3,2,.654293791651507
14371,971,92232303,3,6,5,1,2,5, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,15,7,1, , , , , ,9,5,1,9,3, , , , ,4,5,4,1,6,20,1,1.3408416974863
15287,1067,94103332,3,5,4,1,2,5,6, , , , , , , , ,1,3, ,1,5,1,5, , , , ,2, , , , , ,1,1,2, , ,6,7,1, , , , , ,1,4,1,1, , , , , ,7,6,3,2,9,1,2,.58650620479451
19389,1548,92139873,4,5,4,1,1,5, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,3,1,1, , , , , ,8,3,13,2,5,1,2,.529205948742766
23127,1974,95205710,4,5,4,1,1,5, , , , , , , , , ,1,3, ,2,7,1,2,3,4, , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,1,1,1, , , , , ,10,4,4,2,8,5,1,.455017324884408
23780,2042,95216722,4,5,4,1,1,5, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,1,1,1, , , , , ,8,4,13,2,5,4,1,.692254313904598
11468,677,93207737,2,5,4,1,1,7, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,18,7,13,3, , , , ,9,11,1,1, , , , , ,6,5,2,2,9,16,1,.856127229460849
14093,945,92221348,3,6,5,1,2,8, , , , , , , , , ,1,3, ,2,4,1,2, , , , ,2, , , , , ,2,99, , , ,9,7,3,2, , , , ,1,9,1,1, , , , , ,7,4,11,2,3,16,2,.513375062141453
184,11,92102688,1,6,5,1,1,9, , , , , , , , , ,1,3, ,2,7,1,1,2,3,4, ,1,6, , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,4,5,12,1,2,6,2,1.01314994282906
848,52,92111692,1,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,1,1,6, , , ,2,99, , , ,7,7,1, , , , , ,1,9,1,1, , , , , ,5,5,3,2,7,19,2,1.32258868669853
1476,82,92122107,1,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2,99, , , ,6,7,2,65, , , , ,1,3,1,1, , , , , ,11,1,13,4,5,1,1,.468385659417566
6117,281,92260551,1,6,5,1,2,9, , , , , , , , , ,1,3, ,2,3,1,2,3, , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,1,1,1, , , , , ,7,3,4,2,4,10,2,.602484761908638
6609,316,92109161,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,9,7,1,1, , , , , ,11,1,13,2,4,1,1,.445613615518868
6683,324,92110582,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,1,1,1, , , , , ,10,1,11,2,3,1,2,.32100103977304
7298,370,92127630,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,4,1,3,4, , , ,2, , , , , ,2,99, , , ,6,7,5,2,5, , , ,7,12,1,1, , , , , ,8,3,13,2,5,5,2,.487714831628517
8723,477,92224551,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,1,1, , , ,7,7,3,5, , , , ,8,5,1,1, , , , , ,5,5,5,1,6,16,2,1.16178481841951
9206,508,92238956,2,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,1,2,3,4, , ,2, , , , , ,2,99, , , ,7,7,4,2, , , , ,1,1,1,1, , , , , ,8,3,7,2,7,20,2,.490940573878429
10131,562,93103981,2,8,7,1,1,9, , , , , , , , , ,1,3, ,2,7,1,2,3,4, , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,9,1,1, , , , , ,11,2,13,2,3,1,1,.571296489143583
10311,581,93107178,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,1,6, , , , ,2,99, , , ,7,7,2,2, , , , ,1,1,1,1, , , , , ,6,3,4,1,9,6,2,.493866353405477
10321,582,93107293,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,11,1,1,1, , , , , ,6,3,11,2,4,6,2,.493866353405477
12121,733,93218991,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,4,1,3, , , , ,2, , , , , ,1,1, , , ,7,7,10,1,3,5, , ,5,4,1,1, , , , , ,7,3,6,2,4,20,2,.490940573878429
12561,777,92109216,3,5,4,1,1,9, , , , , , , , , ,1,3, ,1,4,1,3, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,4,1,1, , , , , ,8,6,3,2,10,19,1,.829695253695212
12615,783,92110582,3,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,1,1,1, , , , , ,10,1,11,2,3,1,2,.439902909030054
13537,888,92148629,3,5,4,1,1,9, , , , , , , , , ,1,3, ,1,7,1,2,3,4,6, ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,7,10,1,1, , , , , ,7,3,5,2,7,14,2,.601171874047055
13830,918,92210699,3,6,6,1,2,9, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,9,9,1,1, , , , , ,8,5,5,2,8,7,1,.666774558428737
15540,1099,94108013,3,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,15,7,1, , , , , ,1,1,1,1, , , , , ,11,1,13,2,2,1,1,.402830191732715
15588,1106,94109131,3,6,5,1,1,9, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,1,1, , , , ,2,99, , , ,12,7,8,2, , , , ,1,4,1,1, , , , , ,8,3,8,2,10,14,1,.732775559428674
16067,1167,94205405,3,6,5,1,2,9, , , , , , , , , ,1,3, ,2,4,1,2, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,1,1,1, , , , , ,9,2,10,2,5,20,2,.359337852945496
16762,1253,94216436,3,6,5,1,1,9, , , , , , , , , ,1,3, ,2,8,1,2,4, , , ,2, , , , , ,2,99, , , ,88,7,1, , , , , ,8,1,1,1, , , , , ,10,4,13,2,5,16,2,.385051652332705
16772,1255,94216560,3,5,4,1,2,9, , , , , , , , , ,1,3, ,1,3,1,4, , , , ,2, , , , , ,2,99, , , ,10,7,88,1,2,5, , ,7,7,1,1, , , , , ,7,6,1,1,9,10,2,.614150122066827
17389,1318,94225944,3,6,5,1,2,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,4,1,2,3,5, ,9,8,1,1, , , , , ,8,2,6,2,4,10,2,.568206707869689
18942,1489,92121698,4,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,1,1,1, , , , , ,6,5,12,2,6,19,2,.820130924613644
18981,1495,92123308,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,1,3, , , ,1,1, , , , ,2,99, , , ,12,7,6,1, , , , ,1,3,1,1, , , , , ,9,2,11,2,8,3,2,.374161748844871
21181,1741,95101818,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,1,3, , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,9,1,1, , , , , ,10,3,13,2,4,16,1,.445567864518913
21320,1755,95103970,4,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,1,5, , , , ,1,1, , , , ,2,99, , , ,6,7,1, , , , , ,1,10,1,1, , , , , ,6,5,5,2,6,16,2,.747794126927503
21927,1825,95114004,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,11,7,1,1, , , , , ,9,3,2,2,9,3,1,.520018578788688
22077,1854,95116241,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,88,1,1, , , , , ,9,3,13,2,7,1,2,.38323674937285
22210,1873,95118862,4,7,6,1,1,9, , , , , , , , , ,1,3, ,2,3,1,2,3, , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,8,6,1,1, , , , , ,8,4,11,2,8,3,2,.663975374595653
22665,1927,95128471,4,5,4,1,2,9, , , , , , , , , ,1,3, ,2,10,1,1, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,12,1,1,1, , , , , ,7,2,11,2,1,3,2,.516674414979084
22896,1942,95202211,4,5,4,1,2,9, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,7,1,1, , , , , ,10,3,13,2,5,20,1,.449837139192701
23364,2003,95209585,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2,99, , , ,9,7,1, , , , , ,9,1,1,1, , , , , ,9,4,2,2,8,6,1,.501703540250726
24075,2066,95222270,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,8,1,3, , , , ,2, , , , , ,2,99, , , ,9,7,1, , , , , ,8,5,1,1, , , , , ,11,2,11,4,2,20,2,.438741651448864
335,19,92104736,1,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,1,1, , , , ,2,99, , , ,6,7,12,1,2,5, , ,7,7,1,1, , , , , ,7,3,11,2,1,14,2,.549112130766882
492,28,92106809,1,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,10,7,3,1,5, , , ,1,4,1,1, , , , , ,7,5,2,2,9,1,2,.557665606835683
983,58,92113801,1,5,4,1,2,12, , , , , , , , , ,1,3, ,1,10,1,3,5, , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,7,3,1,1, , , , , ,6,5,1,2,9,3,2,.807839402264206
6806,336,92113876,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,7,1,1,1, , , , , ,8,4,13,2,10,3,1,.788887192951223
7689,402,92140143,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,1,2,4, , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,8,9,1,1, , , , , ,5,4,4,2,6,19,2,1.31621851108515
7833,417,92145518,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,1,2, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,9,6,1,1, , , , , ,10,3,6,2,5,1,2,.32100103977304
8990,497,92232845,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,7,10,1,1, , , , , ,5,5,4,1,6,7,2,1.09608043556538
9471,520,92247708,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,9,1,1, , , , , ,6,4,1,2,8,20,2,.525703790045564
10770,618,93115531,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,11,7,1, , , , , ,1,5,1,1, , , , , ,7,5,3,1,10,2,1,.813051131942439
10994,641,93121297,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,4, , , ,2, , , , , ,2,99, , , ,8,7,8,2, , , , ,1,3,1,1, , , , , ,11,2,13,2,5,19,2,.397596572199241
12907,816,92121422,3,6,5,1,2,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,2,1,1, , , , , ,11,4,13,4,2,3,2,.421535022386452
13184,848,92131815,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,4,4,1,1, , , , , ,11,3,13,2,5,19,1,.654469019384878
14056,942,92219603,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,2,3, , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,11,2,13,2,4,16,1,.381111765747905
14202,957,92225549,3,5,4,1,2,12, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,10,4,1,1, , , , , ,6,6,3,2,8,18,1,.818940267997548
14699,1004,92245429,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,10,1,3, , , , ,2, , , , , ,2,99, , , ,10,7,5,1,5, , , ,1,7,1,1, , , , , ,5,5,4,2,6,4,2,1.6872498124226
14865,1018,92253707,3,5,4,1,2,12, , , , , , , , , ,1,3, ,2,7,1,1,3,5, , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,7,9,1,1, , , , , ,8,3,3,1,5,16,2,.554884961253477
14950,1021,92258241,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,1,2, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,11,1,1, , , , , ,4,5,5,1,6,20,2,1.2934742025937
15209,1055,94101826,3,8,7,1,1,12, , , , , , , , , ,1,3, ,1,3,1,3,4, , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,9,3,1,1, , , , , ,11,6,13,2,10,3,1,.362284879511602
15774,1127,94201292,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,1,3, , , , ,1,1,6, , , ,2,99, , , ,8,7,5,1,5, , , ,1,7,1,1, , , , , ,6,6,1,2,8,3,1,.797465606216326
16518,1223,94212120,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,1,2, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,9,1,1, , , , , ,10,3,10,3,7,3,2,.427615279987384
16522,1225,94212160,3,5,4,1,1,12, , , , , , , , , ,1,3, , ,4,1,6, , , , ,2, , , , , ,2,99, , , ,9,7,4,1,3, , , ,7,7,1,1, , , , , ,9,4,3,2,8,1,1,.439830087154179
17440,1322,94227016,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,1,2,3,5, , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,8,1,1, , , , , ,6,4,12,1,4,20,2,.685219248301141
18602,1439,92109744,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,9,1,1, , , , , ,10,4,13,2,6,1,2,.406053085247925
19155,1520,92129787,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,1,4, , , , ,2, , , , , ,2,99, , , ,8,7,4,2,3, , , ,5,7,2,1, , , , , ,5,4,6,2,6,6,1,1.40625502399856
19275,1532,92134705,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,8,1,5, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,1,1,1, , , , , ,9,5,5,2,7,2,2,.396639692765851
19893,1610,92211824,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,6,1,1,2,3, , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,11,1,1, , , , , ,9,5,11,2,5,16,2,.372229018221227
20070,1625,92219193,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,11,7,11,1,2,3,5, ,8,10,1,1, , , , , ,6,3,9,2,6,16,2,.747794126927503
21185,1742,95101853,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,1,1, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,1,1,1, , , , , ,8,3,4,2,9,1,1,.703191711709699
21597,1785,95108363,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,6,1,2, , , , ,2, , , , , ,2,99, , , ,13,7,1, , , , , ,1,4,1,1, , , , , ,8,4,13,2,10,16,1,.682993895808126
21798,1808,95112058,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,4,6, , , ,2, , , , , ,2,99, , , ,10,7,3,3, , , , ,8,5,1,1, , , , , ,11,2,13,3,2,19,2,.476615932620657
23233,1990,95207400,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,3,5, , , ,1,1, , , , ,2,99, , , ,7,7,4,2,5, , , ,1,7,1,1, , , , , ,9,5,13,2,8,18,1,.53633077199816
23470,2017,95211458,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,1,1,4, , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,11,1,1, , , , , ,9,1,11,2,4,8,2,.356130402363584
1091,66,92115631,1,5,4,1,1,13, , , , , , , , , ,1,3, ,1,2,1,1,3, , , ,2, , , , , ,2,99, , , ,12,7,4,1,3,5, , ,10,7,1,1, , , , , ,6,5,2,2,9,1,2,.808180384206631
6965,343,92118597,2,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,2, , , , , ,2,99, , , ,12,7,1, , , , , ,1,7,1,1, , , , , ,8,3,11,2,5,1,2,.492923289998552
12059,725,93217565,2,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,1,2,5, , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,6,1,1, , , , , ,6,5,11,2,5,15,2,.52662741798454
12573,779,92109624,3,5,4,1,1,13, , , , , , , , , ,1,3, ,1,7,1,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,7,1,1, , , , , ,11,1,13,4,6,1,2,.468711347045193
14082,943,92220739,3,6,5,1,2,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,7,7,4,2, , , , ,6,11,1,1, , , , , ,6,5,4,3,8,20,2,.633959286592422
15238,1063,94102384,3,5,4,1,1,13, , , , , , , , , ,1,3, ,1,3,1,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,4,1,1, , , , , ,2,5,14,1,2,3,1,4.9787165619889
23118,1972,95205524,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,8,11,1,1, , , , , ,6,5,4,2,9,20,1,1.02331515977033
23125,1973,95205670,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,11,1,1, , , , , ,10,2,11,2,5,9,2,.410503358864762
24107,2068,95222993,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,11,7,12,2, , , , ,1,1,1,1, , , , , ,8,2,8,2,4,18,2,.532881706847696
24274,2085,95226543,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,6,1,1,1, , , , , ,4,5,4,1,6,18,1,1.35595718534921
8813,483,92227617,2,8,7,1,2,2, , , , , , , , , ,1,3, ,2,7,3,4,6, , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,1,1,1,1, , , , , ,8,5,13,2,6,16,1,.986677911655646
8864,487,92229277,2,6,5,3, ,2, , , , , , , , , ,1,3, ,2,3,3,4, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,10,3,13,2,7,22,1,.0705274578804102
14600,996,92240903,3,8,7,1,2,2, , , , , , , , , ,1,3, ,2,3,2,3, , , , ,2, , , , , ,2,99, , , ,12,7,1, , , , , ,9,10,1,1, , , , , ,11,3,11,2,2,20,2,.441459043105356
14686,1003,92244817,3,6,5,1,1,4, , , , , , , , , ,1,3, ,2,3,3,4,6, , , ,1,6, , , , ,2,99, , , ,11,7,8,1,2,5, , ,10,12,1,1, , , , , ,7,4,5,2,6,10,2,.568206707869689
19449,1556,92143077,4,5,4,1,1,5,6, , , , , , , , ,1,3, ,2,12,3,3, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,11,2,13,2,5,2,1,.425283794007421
5216,234,92240882,1,5,4,1,1,6,7, , , , , , , , ,1,3, ,2,4,3,2, , , , ,1,4,5, , , ,2,99, , , ,6,7,4,2, , , , ,1,6,1,1, , , , , ,8,5,2,2,8,16,1,.649371866433217
6774,330,92112801,2,10,9,1,1,6, , , , , , , , , ,1,3, ,2,3,3,4, , , , ,1,4, , , , ,2,99, , , ,8,7,1, , , , , ,8,6,1,1, , , , , ,6,5,2,2,7,1,2,.910060376964468
12442,761,92105541,3,5,4,1,1,9, , , , , , , , , ,1,3, ,1,3,3,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,9,6,1,1, , , , , ,10,5,11,2,3,19,2,.472348260881043
12911,817,92121698,3,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,3,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,1,1,1, , , , , ,6,5,5,2,6,19,2,.722739689285589
16536,1227,94212479,3,6,5,1,1,9, , , , , , , , , ,1,3, ,2,3,3,4,6, , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,10,1,1,1, , , , , ,11,4,13,2,6,3,1,.362284879511602
16609,1236,94213750,3,8,7,1,1,9, , , , , , , , , ,1,3, ,2,5,3,2,3, , , ,2, , , , , ,2,99, , , ,8,7,2,3, , , , ,9,1,1,1, , , , , ,11,5,13,2,8,7,1,.347606520573567
2471,127,92139416,1,6,5,1,1,12, , , , , , , , , ,1,3, ,2,65,3,6, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,3,1,1, , , , , ,11,3,13,2,8,1,1,.504584883193793
7882,421,92147587,2,11,10,1,1,12,13, , , , , , , , ,1,3, ,2,3,3,5, , , , ,1,1,2,4, , ,2,99, , , ,11,7,1, , , , , ,11,7,1,1, , , , , ,9,4,13,4,8,19,2,.552324258576605
7989,431,92202090,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,2,3, , , , ,1,1, , , , ,2,99, , , ,12,7,1, , , , , ,9,12,3,1, , , , , ,5,5,5,1,6,20,2,1.23409579049319
9793,546,92260431,2,4,3,1,1,12, , , , , , , , , ,1,3, ,2,4,2,3, , , , ,2, , , , , ,2,99, , , ,8,7,3,5, , , , ,8,11,1,1, , , , , ,6,5,5,1,6,11,2,.960648179861502
11451,674,93207541,2,4,3,1,1,12, , , , , , , , , ,1,3, ,2,3,3,2,3,4, , ,2, , , , , ,2,99, , , ,9,7,1, , , , , ,7,8,1,1, , , , , ,9,4,11,2,2,16,2,.489657036916995
13929,927,92214041,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,8,2,6, , , , ,2, , , , , ,2,99, , , ,10,7,4,4, , , , ,88,8,1,1, , , , , ,6,4,8,2,8,16,1,.776150467671
14000,935,92217225,3,5,4,1,2,12, , , , , , , , , ,1,3, ,2,10,2,3, , , , ,2, , , , , ,2,99, , , ,11,7,4,2, , , , ,9,3,1,1, , , , , ,9,3,9,3,5,20,1,.447752552919124
14251,960,92227506,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,1,2,4, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,11,9,1,1, , , , , ,6,6,1,2,9,7,1,.707915597880347
15593,1108,94109258,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,2,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,8,9,1,1, , , , , ,11,4,13,2,4,1,2,.468711347045193
19742,1592,92206369,4,5,4,2, ,12, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,4,1,1, , , , , ,9,2,11,2,1,20,2,.375795585846244
21877,1818,95113298,4,5,4,1,2,12, , , , , , , , , ,1,3, ,2,10,2,3, , , , ,1,2,6, , , ,2,99, , , ,15,7,1, , , , , ,11,9,1,1, , , , , ,5,5,4,2,10,3,1,1.45759134693116
23293,1993,95208481,4,6,5,1,2,12, , , , , , , , , ,1,3, ,2,3,3,3,4, , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,9,9,1,1, , , , , ,5,5,5,1,5,18,2,1.5227646183154
23597,2030,95213695,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,3, , , , , ,1,2,3,6, , ,2,99, , , ,10,7,8,4, , , , ,8,8,1,1, , , , , ,6,6,5,2,9,18,2,.775255873521518
23712,2036,95215513,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,3,2, , , , ,1,3,4,5,7, ,2,99, , , ,10,7,3,4, , , , ,5,6,1,1, , , , , ,4,6,1,1,7,20,1,1.32045744383887
12899,815,92121189,3,5,4,1,2,13, , , , , , , , , ,1,3, ,2,3,2,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,9,9,1,1, , , , , ,6,4,6,1,6,1,2,.67309508284244
13036,834,92126209,3,5,4,1,2,13, , , , , , , , , ,1,3, ,2,2,2,3, , , , ,2, , , , , ,2,99, , , ,13,7,10,5, , , , ,3,2,1,1, , , , , ,8,2,5,2,6,2,1,.734536274535982
16259,1195,94207902,3,5,4,1,1,13, , , , , , , , , ,1,3, ,2,1,3,2, , , , ,1,3,6, , , ,2,99, , , ,10,7,1, , , , , ,1,8,1,1, , , , , ,6,6,1,2,8,16,1,.776150467671
19964,1615,92214963,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,11,3,3, , , , ,2, , , , , ,2,99, , , ,9,7,1, , , , , ,8,1,1,1, , , , , ,4,5,5,1,6,20,1,1.32045744383887
20298,1646,92229055,4,6,5,1,2,13, , , , , , , , , ,1,3, ,2,3,3,4,6, , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,6,88,1,1, , , , , ,9,3,9,2,6,10,2,.49418279349734
23383,2006,95209941,4,13,12,1,1,29, , , , , , , , , ,1,3, ,2,4,3,2, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,10,1,1, , , , , ,10,3,13,2,6,10,1,.559909302317251
23950,2058,95219810,4,6,5,1,1,2, , , , , , , , , ,1,3, ,2,2,2,6, , , , ,1,6, , , , ,2,99, , , ,10,8,1, , , , , ,1,1,1,1, , , , , ,8,3,6,2,10,12,1,.825632308879804
11764,704,93212820,2,6,5,1,1,4, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2,99, , , ,7,8,1, , , , , ,1,1,1,1, , , , , ,4,5,6,1,5,11,2,1.08628402661332
16062,1166,94205376,3,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2,99, , , ,10,8,1, , , , , ,9,9,1,1, , , , , ,8,4,13,2,1,1,2,.58650620479451
